study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB14142	SAMEA4003659	ERS1174769	ERX1492309	ERR1421724	3880	Medicago truncatula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1421724/ERR1421724.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1421724/ERR1421724.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421724/121108_I7001139_FCD1FBHACXX_L6_GSL_0040.16_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421724/121108_I7001139_FCD1FBHACXX_L6_GSL_0040.16_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/004/ERR1421724	ftp.sra.ebi.ac.uk/vol1/err/ERR142/004/ERR1421724		
PRJEB14142	SAMEA4003660	ERS1174770	ERX1492310	ERR1421725	3880	Medicago truncatula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1421725/ERR1421725.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1421725/ERR1421725.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421725/121108_I7001139_FCD1FBHACXX_L6_GSL_0040.17_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421725/121108_I7001139_FCD1FBHACXX_L6_GSL_0040.17_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/005/ERR1421725	ftp.sra.ebi.ac.uk/vol1/err/ERR142/005/ERR1421725		
PRJEB14142	SAMEA4003661	ERS1174771	ERX1492311	ERR1421726	3880	Medicago truncatula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1421726/ERR1421726.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1421726/ERR1421726.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421726/121108_I7001139_FCD1FBHACXX_L6_GSL_0040.18_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421726/121108_I7001139_FCD1FBHACXX_L6_GSL_0040.18_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/006/ERR1421726	ftp.sra.ebi.ac.uk/vol1/err/ERR142/006/ERR1421726		
PRJEB14142	SAMEA4003662	ERS1174772	ERX1492312	ERR1421727	3880	Medicago truncatula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1421727/ERR1421727.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1421727/ERR1421727.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421727/121108_I7001139_FCD1FBHACXX_L6_GSL_0040.19_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421727/121108_I7001139_FCD1FBHACXX_L6_GSL_0040.19_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/007/ERR1421727	ftp.sra.ebi.ac.uk/vol1/err/ERR142/007/ERR1421727		
PRJEB14142	SAMEA4003663	ERS1174773	ERX1492313	ERR1421728	3880	Medicago truncatula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1421728/ERR1421728.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1421728/ERR1421728.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421728/121108_I7001139_FCD1FBHACXX_L6_GSL_0040.20_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421728/121108_I7001139_FCD1FBHACXX_L6_GSL_0040.20_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/008/ERR1421728	ftp.sra.ebi.ac.uk/vol1/err/ERR142/008/ERR1421728		
PRJEB14142	SAMEA4003665	ERS1174775	ERX1492315	ERR1421742	3880	Medicago truncatula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1421742/ERR1421742.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1421742/ERR1421742.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421742/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.11_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421742/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.11_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/002/ERR1421742	ftp.sra.ebi.ac.uk/vol1/err/ERR142/002/ERR1421742		
PRJEB14142	SAMEA4003655	ERS1174765	ERX1492305	ERR1421743	3880	Medicago truncatula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/003/ERR1421743/ERR1421743.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/003/ERR1421743/ERR1421743.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421743/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.12_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421743/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.12_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/003/ERR1421743	ftp.sra.ebi.ac.uk/vol1/err/ERR142/003/ERR1421743		
PRJEB14142	SAMEA4003656	ERS1174766	ERX1492306	ERR1421744	3880	Medicago truncatula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1421744/ERR1421744.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1421744/ERR1421744.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421744/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.13_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421744/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.13_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/004/ERR1421744	ftp.sra.ebi.ac.uk/vol1/err/ERR142/004/ERR1421744		
PRJEB14142	SAMEA4003657	ERS1174767	ERX1492307	ERR1421746	3880	Medicago truncatula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1421746/ERR1421746.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1421746/ERR1421746.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421746/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.14_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421746/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.14_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/006/ERR1421746	ftp.sra.ebi.ac.uk/vol1/err/ERR142/006/ERR1421746		
PRJEB14142	SAMEA4003658	ERS1174768	ERX1492308	ERR1421747	3880	Medicago truncatula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1421747/ERR1421747.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1421747/ERR1421747.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421747/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.15_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421747/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.15_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/007/ERR1421747	ftp.sra.ebi.ac.uk/vol1/err/ERR142/007/ERR1421747		
PRJEB14142	SAMEA4003659	ERS1174769	ERX1492309	ERR1421748	3880	Medicago truncatula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1421748/ERR1421748.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1421748/ERR1421748.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421748/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.16_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421748/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.16_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/008/ERR1421748	ftp.sra.ebi.ac.uk/vol1/err/ERR142/008/ERR1421748		
PRJEB14142	SAMEA4003660	ERS1174770	ERX1492310	ERR1421749	3880	Medicago truncatula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1421749/ERR1421749.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1421749/ERR1421749.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421749/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.17_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421749/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.17_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/009/ERR1421749	ftp.sra.ebi.ac.uk/vol1/err/ERR142/009/ERR1421749		
PRJEB14142	SAMEA4003661	ERS1174771	ERX1492311	ERR1421750	3880	Medicago truncatula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/000/ERR1421750/ERR1421750.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/000/ERR1421750/ERR1421750.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421750/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.18_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421750/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.18_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/000/ERR1421750	ftp.sra.ebi.ac.uk/vol1/err/ERR142/000/ERR1421750		
PRJEB14142	SAMEA4003662	ERS1174772	ERX1492312	ERR1421751	3880	Medicago truncatula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/001/ERR1421751/ERR1421751.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/001/ERR1421751/ERR1421751.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421751/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.19_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421751/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.19_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/001/ERR1421751	ftp.sra.ebi.ac.uk/vol1/err/ERR142/001/ERR1421751		
PRJEB14142	SAMEA4003663	ERS1174773	ERX1492313	ERR1421752	3880	Medicago truncatula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1421752/ERR1421752.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1421752/ERR1421752.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421752/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.20_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421752/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.20_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/002/ERR1421752	ftp.sra.ebi.ac.uk/vol1/err/ERR142/002/ERR1421752		
PRJEB14142	SAMEA4003665	ERS1174775	ERX1492315	ERR1421766	3880	Medicago truncatula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1421766/ERR1421766.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1421766/ERR1421766.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421766/121108_I7001139_FCD1FBHACXX_L8_GSL_0040.11_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421766/121108_I7001139_FCD1FBHACXX_L8_GSL_0040.11_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/006/ERR1421766	ftp.sra.ebi.ac.uk/vol1/err/ERR142/006/ERR1421766		
PRJEB23399	SAMEA104375978	ERS2000956	ERX2249183	ERR2193160	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/000/ERR2193160/ERR2193160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/000/ERR2193160/ERR2193160_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/000/ERR2193160/ERR2193160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/000/ERR2193160/ERR2193160_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193160/A17_NF1_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193160/A17_NF1_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193160/A17_NF1_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193160/A17_NF1_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/000/ERR2193160	ftp.sra.ebi.ac.uk/vol1/err/ERR219/000/ERR2193160		
PRJEB23399	SAMEA104375979	ERS2000957	ERX2249184	ERR2193161	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/001/ERR2193161/ERR2193161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/001/ERR2193161/ERR2193161_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/001/ERR2193161/ERR2193161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/001/ERR2193161/ERR2193161_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193161/A17_NF2_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193161/A17_NF2_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193161/A17_NF2_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193161/A17_NF2_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/001/ERR2193161	ftp.sra.ebi.ac.uk/vol1/err/ERR219/001/ERR2193161		
PRJEB23399	SAMEA104375980	ERS2000958	ERX2249185	ERR2193162	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/002/ERR2193162/ERR2193162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/002/ERR2193162/ERR2193162_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/002/ERR2193162/ERR2193162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/002/ERR2193162/ERR2193162_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193162/A17_NF3_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193162/A17_NF3_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193162/A17_NF3_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193162/A17_NF3_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/002/ERR2193162	ftp.sra.ebi.ac.uk/vol1/err/ERR219/002/ERR2193162		
PRJEB23399	SAMEA104375981	ERS2000959	ERX2249186	ERR2193163	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/003/ERR2193163/ERR2193163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/003/ERR2193163/ERR2193163_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/003/ERR2193163/ERR2193163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/003/ERR2193163/ERR2193163_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193163/A17mQ1_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193163/A17mQ1_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193163/A17mQ1_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193163/A17mQ1_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/003/ERR2193163	ftp.sra.ebi.ac.uk/vol1/err/ERR219/003/ERR2193163		
PRJEB23399	SAMEA104375982	ERS2000960	ERX2249187	ERR2193164	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/004/ERR2193164/ERR2193164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/004/ERR2193164/ERR2193164_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/004/ERR2193164/ERR2193164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/004/ERR2193164/ERR2193164_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193164/A17mQ2_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193164/A17mQ2_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193164/A17mQ2_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193164/A17mQ2_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/004/ERR2193164	ftp.sra.ebi.ac.uk/vol1/err/ERR219/004/ERR2193164		
PRJEB23399	SAMEA104375983	ERS2000961	ERX2249188	ERR2193165	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/005/ERR2193165/ERR2193165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/005/ERR2193165/ERR2193165_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/005/ERR2193165/ERR2193165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/005/ERR2193165/ERR2193165_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193165/A17mQ3_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193165/A17mQ3_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193165/A17mQ3_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193165/A17mQ3_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/005/ERR2193165	ftp.sra.ebi.ac.uk/vol1/err/ERR219/005/ERR2193165		
PRJEB23399	SAMEA104375984	ERS2000962	ERX2249189	ERR2193166	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/006/ERR2193166/ERR2193166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/006/ERR2193166/ERR2193166_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/006/ERR2193166/ERR2193166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/006/ERR2193166/ERR2193166_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193166/Mtcre_NF1_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193166/Mtcre_NF1_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193166/Mtcre_NF1_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193166/Mtcre_NF1_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/006/ERR2193166	ftp.sra.ebi.ac.uk/vol1/err/ERR219/006/ERR2193166		
PRJEB23399	SAMEA104375985	ERS2000963	ERX2249190	ERR2193167	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/007/ERR2193167/ERR2193167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/007/ERR2193167/ERR2193167_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/007/ERR2193167/ERR2193167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/007/ERR2193167/ERR2193167_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193167/Mtcre_NF2_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193167/Mtcre_NF2_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193167/Mtcre_NF2_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193167/Mtcre_NF2_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/007/ERR2193167	ftp.sra.ebi.ac.uk/vol1/err/ERR219/007/ERR2193167		
PRJEB23399	SAMEA104375986	ERS2000964	ERX2249191	ERR2193168	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/008/ERR2193168/ERR2193168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/008/ERR2193168/ERR2193168_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/008/ERR2193168/ERR2193168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/008/ERR2193168/ERR2193168_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193168/Mtcre_NF3_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193168/Mtcre_NF3_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193168/Mtcre_NF3_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193168/Mtcre_NF3_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/008/ERR2193168	ftp.sra.ebi.ac.uk/vol1/err/ERR219/008/ERR2193168		
PRJEB23399	SAMEA104375987	ERS2000965	ERX2249192	ERR2193169	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/009/ERR2193169/ERR2193169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/009/ERR2193169/ERR2193169_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/009/ERR2193169/ERR2193169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/009/ERR2193169/ERR2193169_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193169/Mtcre_mQ1_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193169/Mtcre_mQ1_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193169/Mtcre_mQ1_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193169/Mtcre_mQ1_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/009/ERR2193169	ftp.sra.ebi.ac.uk/vol1/err/ERR219/009/ERR2193169		
PRJEB23399	SAMEA104375988	ERS2000966	ERX2249193	ERR2193170	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/000/ERR2193170/ERR2193170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/000/ERR2193170/ERR2193170_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/000/ERR2193170/ERR2193170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/000/ERR2193170/ERR2193170_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193170/Mtcre_mQ2_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193170/Mtcre_mQ2_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193170/Mtcre_mQ2_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193170/Mtcre_mQ2_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/000/ERR2193170	ftp.sra.ebi.ac.uk/vol1/err/ERR219/000/ERR2193170		
PRJEB23399	SAMEA104375989	ERS2000967	ERX2249194	ERR2193171	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/001/ERR2193171/ERR2193171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/001/ERR2193171/ERR2193171_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/001/ERR2193171/ERR2193171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/001/ERR2193171/ERR2193171_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193171/Mtcre_mQ3_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193171/Mtcre_mQ3_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193171/Mtcre_mQ3_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193171/Mtcre_mQ3_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/001/ERR2193171	ftp.sra.ebi.ac.uk/vol1/err/ERR219/001/ERR2193171		
PRJEB36289	SAMEA6488646	ERS4253115	ERX3836642	ERR3825688	3880	Medicago truncatula	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/008/ERR3825688/ERR3825688.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR382/008/ERR3825688/ERR3825688.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3825688/NG-7767_Ctr_32_24h_lib58646_3078_3_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3825688/NG-7767_Ctr_32_24h_lib58646_3078_3_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR382/008/ERR3825688	ftp.sra.ebi.ac.uk/vol1/err/ERR382/008/ERR3825688		
