secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	scientific_name	instrument_platform	library_layout	library_strategy	library_selection	experiment_title	study_alias	experiment_alias	run_alias	submitted_bytes	submitted_galaxy	sra_ftp	cram_index_ftp	cram_index_aspera	broker_name	sample_title
ERP015760	SAMEA4003657	ERS1174767	ERX1492307	ERR1421746	ERA625422	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina Genome Analyzer IIx paired end sequencing; Longitudinal and Diurnal Experiments of M. hapla and M. truncatula	E-MTAB-4724	E-MTAB-4724:Sample14_shoot_5_day_noinfection	E-MTAB-4724:Sample 80	497969271	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421746/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.14_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/006/ERR1421746			ArrayExpress	Sample14_shoot_5_day_noinfection
ERP015760	SAMEA4003658	ERS1174768	ERX1492308	ERR1421747	ERA625422	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina Genome Analyzer IIx paired end sequencing; Longitudinal and Diurnal Experiments of M. hapla and M. truncatula	E-MTAB-4724	E-MTAB-4724:Sample15_shoot_7_day_noinfection	E-MTAB-4724:Sample 81	195025612	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421747/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.15_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/007/ERR1421747			ArrayExpress	Sample15_shoot_7_day_noinfection
ERP015760	SAMEA4003659	ERS1174769	ERX1492309	ERR1421748	ERA625422	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina Genome Analyzer IIx paired end sequencing; Longitudinal and Diurnal Experiments of M. hapla and M. truncatula	E-MTAB-4724	E-MTAB-4724:Sample16_root_1_day_noinfection	E-MTAB-4724:Sample 82	588730922	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421748/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.16_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/008/ERR1421748			ArrayExpress	Sample16_root_1_day_noinfection
ERP015760	SAMEA4003660	ERS1174770	ERX1492310	ERR1421749	ERA625422	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina Genome Analyzer IIx paired end sequencing; Longitudinal and Diurnal Experiments of M. hapla and M. truncatula	E-MTAB-4724	E-MTAB-4724:Sample17_root_2_day_noinfection	E-MTAB-4724:Sample 83	497554777	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421749/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.17_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/009/ERR1421749			ArrayExpress	Sample17_root_2_day_noinfection
ERP015760	SAMEA4003661	ERS1174771	ERX1492311	ERR1421750	ERA625422	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina Genome Analyzer IIx paired end sequencing; Longitudinal and Diurnal Experiments of M. hapla and M. truncatula	E-MTAB-4724	E-MTAB-4724:Sample18_root_4_day_noinfection	E-MTAB-4724:Sample 84	485220116	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421750/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.18_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/000/ERR1421750			ArrayExpress	Sample18_root_4_day_noinfection
ERP015760	SAMEA4003662	ERS1174772	ERX1492312	ERR1421751	ERA625422	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina Genome Analyzer IIx paired end sequencing; Longitudinal and Diurnal Experiments of M. hapla and M. truncatula	E-MTAB-4724	E-MTAB-4724:Sample19_root_5_day_noinfection	E-MTAB-4724:Sample 85	790889565	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421751/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.19_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/001/ERR1421751			ArrayExpress	Sample19_root_5_day_noinfection
ERP015760	SAMEA4003663	ERS1174773	ERX1492313	ERR1421752	ERA625422	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina Genome Analyzer IIx paired end sequencing; Longitudinal and Diurnal Experiments of M. hapla and M. truncatula	E-MTAB-4724	E-MTAB-4724:Sample20_root_7_day_noinfection	E-MTAB-4724:Sample 86	513286420	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421752/121108_I7001139_FCD1FBHACXX_L7_GSL_0040.20_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/002/ERR1421752			ArrayExpress	Sample20_root_7_day_noinfection
ERP015760	SAMEA4003665	ERS1174775	ERX1492315	ERR1421766	ERA625422	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina Genome Analyzer IIx paired end sequencing; Longitudinal and Diurnal Experiments of M. hapla and M. truncatula	E-MTAB-4724	E-MTAB-4724:Sample11_shoot_1_day_noinfection	E-MTAB-4724:Sample 99	469135709	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1421766/121108_I7001139_FCD1FBHACXX_L8_GSL_0040.11_1.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/006/ERR1421766			ArrayExpress	Sample11_shoot_1_day_noinfection
ERP105151	SAMEA104375978	ERS2000956	ERX2249183	ERR2193160	ERA1131599	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; CK dependent Rhizobium LCO induced signalling in Medicago truncatula	E-MTAB-3007_2	E-MTAB-3007_2:A17 LCO WT001_p	E-MTAB-3007_2:A17_NF1_L2_	887401893;920971461;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193160/A17_NF1_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193160/A17_NF1_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/000/ERR2193160			ArrayExpress	A17 LCO WT001
ERP105151	SAMEA104375979	ERS2000957	ERX2249184	ERR2193161	ERA1131599	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; CK dependent Rhizobium LCO induced signalling in Medicago truncatula	E-MTAB-3007_2	E-MTAB-3007_2:A17 LCO WT002_p	E-MTAB-3007_2:A17_NF2_L2_	943379934;982224560;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193161/A17_NF2_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193161/A17_NF2_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/001/ERR2193161			ArrayExpress	A17 LCO WT002
ERP105151	SAMEA104375980	ERS2000958	ERX2249185	ERR2193162	ERA1131599	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; CK dependent Rhizobium LCO induced signalling in Medicago truncatula	E-MTAB-3007_2	E-MTAB-3007_2:A17 LCO WT003_p	E-MTAB-3007_2:A17_NF3_L2_	889168100;919387870;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193162/A17_NF3_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193162/A17_NF3_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/002/ERR2193162			ArrayExpress	A17 LCO WT003
ERP105151	SAMEA104375981	ERS2000959	ERX2249186	ERR2193163	ERA1131599	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; CK dependent Rhizobium LCO induced signalling in Medicago truncatula	E-MTAB-3007_2	E-MTAB-3007_2:A17 noLCO WT001_p	E-MTAB-3007_2:A17mQ1_L2_	897085515;914796708;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193163/A17mQ1_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193163/A17mQ1_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/003/ERR2193163			ArrayExpress	A17 noLCO WT001
ERP105151	SAMEA104375982	ERS2000960	ERX2249187	ERR2193164	ERA1131599	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; CK dependent Rhizobium LCO induced signalling in Medicago truncatula	E-MTAB-3007_2	E-MTAB-3007_2:A17 noLCO WT002_p	E-MTAB-3007_2:A17mQ2_L2_	887663145;923349556;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193164/A17mQ2_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193164/A17mQ2_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/004/ERR2193164			ArrayExpress	A17 noLCO WT002
ERP105151	SAMEA104375983	ERS2000961	ERX2249188	ERR2193165	ERA1131599	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; CK dependent Rhizobium LCO induced signalling in Medicago truncatula	E-MTAB-3007_2	E-MTAB-3007_2:A17 noLCO WT003_p	E-MTAB-3007_2:A17mQ3_L2_	890763010;919023945;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193165/A17mQ3_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193165/A17mQ3_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/005/ERR2193165			ArrayExpress	A17 noLCO WT003
ERP105151	SAMEA104375984	ERS2000962	ERX2249189	ERR2193166	ERA1131599	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; CK dependent Rhizobium LCO induced signalling in Medicago truncatula	E-MTAB-3007_2	E-MTAB-3007_2:Mtcre1 LCO WT001_p	E-MTAB-3007_2:Mtcre_NF1_L2_	965614104;967098220;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193166/Mtcre_NF1_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193166/Mtcre_NF1_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/006/ERR2193166			ArrayExpress	Mtcre1 LCO WT001
ERP105151	SAMEA104375985	ERS2000963	ERX2249190	ERR2193167	ERA1131599	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; CK dependent Rhizobium LCO induced signalling in Medicago truncatula	E-MTAB-3007_2	E-MTAB-3007_2:Mtcre1 LCO WT002_p	E-MTAB-3007_2:Mtcre_NF2_L2_	963006235;963560595;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193167/Mtcre_NF2_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193167/Mtcre_NF2_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/007/ERR2193167			ArrayExpress	Mtcre1 LCO WT002
ERP105151	SAMEA104375986	ERS2000964	ERX2249191	ERR2193168	ERA1131599	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; CK dependent Rhizobium LCO induced signalling in Medicago truncatula	E-MTAB-3007_2	E-MTAB-3007_2:Mtcre1 LCO WT003_p	E-MTAB-3007_2:Mtcre_NF3_L2_	962746812;963436289;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193168/Mtcre_NF3_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193168/Mtcre_NF3_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/008/ERR2193168			ArrayExpress	Mtcre1 LCO WT003
ERP105151	SAMEA104375987	ERS2000965	ERX2249192	ERR2193169	ERA1131599	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; CK dependent Rhizobium LCO induced signalling in Medicago truncatula	E-MTAB-3007_2	E-MTAB-3007_2:Mtcre1 noLCO WT001_p	E-MTAB-3007_2:Mtcre_mQ1_L2_	894929922;920413829;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193169/Mtcre_mQ1_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193169/Mtcre_mQ1_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/009/ERR2193169			ArrayExpress	Mtcre1 noLCO WT001
ERP105151	SAMEA104375988	ERS2000966	ERX2249193	ERR2193170	ERA1131599	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; CK dependent Rhizobium LCO induced signalling in Medicago truncatula	E-MTAB-3007_2	E-MTAB-3007_2:Mtcre1 noLCO WT002_p	E-MTAB-3007_2:Mtcre_mQ2_L2_	959801379;959833637;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193170/Mtcre_mQ2_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193170/Mtcre_mQ2_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/000/ERR2193170			ArrayExpress	Mtcre1 noLCO WT002
ERP105151	SAMEA104375989	ERS2000967	ERX2249194	ERR2193171	ERA1131599	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; CK dependent Rhizobium LCO induced signalling in Medicago truncatula	E-MTAB-3007_2	E-MTAB-3007_2:Mtcre1 noLCO WT003_p	E-MTAB-3007_2:Mtcre_mQ3_L2_	964691966;969525714;	ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193171/Mtcre_mQ3_L2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR219/ERR2193171/Mtcre_mQ3_L2_2.fq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR219/001/ERR2193171			ArrayExpress	Mtcre1 noLCO WT003
ERP119454	SAMEA6488646	ERS4253115	ERX3836642	ERR3825688	ERA2347904	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM PCR	Illumina HiSeq 2500 sequencing; RNA-Seq analysis of Medicago truncatula hairy root lines treated with methyl jasmonate	E-MTAB-8697	E-MTAB-8697:Ctr_32_24h_CTR_s	E-MTAB-8697:Ctr_32_24h_CTR	1556230739	ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3825688/NG-7767_Ctr_32_24h_lib58646_3078_3_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR382/008/ERR3825688			ArrayExpress	Ctr_32_24h_CTR
ERP119454	SAMEA6488647	ERS4253116	ERX3836643	ERR3825689	ERA2347904	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM PCR	Illumina HiSeq 2500 sequencing; RNA-Seq analysis of Medicago truncatula hairy root lines treated with methyl jasmonate	E-MTAB-8697	E-MTAB-8697:Ctr_32_24h_MeJA_s	E-MTAB-8697:Ctr_32_24h_MeJA	1673209799	ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3825689/NG-7767_Ctr_32_24h___lib58647_3078_3_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR382/009/ERR3825689			ArrayExpress	Ctr_32_24h_MeJA
ERP119454	SAMEA6488648	ERS4253117	ERX3836644	ERR3825690	ERA2347904	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM PCR	Illumina HiSeq 2500 sequencing; RNA-Seq analysis of Medicago truncatula hairy root lines treated with methyl jasmonate	E-MTAB-8697	E-MTAB-8697:Ctr_32_2h_CTR_s	E-MTAB-8697:Ctr_32_2h_CTR	1387699316	ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3825690/NG-7767_Ctr_32_2h_lib58644_3078_3_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR382/000/ERR3825690			ArrayExpress	Ctr_32_2h_CTR
ERP119454	SAMEA6488649	ERS4253118	ERX3836645	ERR3825691	ERA2347904	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM PCR	Illumina HiSeq 2500 sequencing; RNA-Seq analysis of Medicago truncatula hairy root lines treated with methyl jasmonate	E-MTAB-8697	E-MTAB-8697:Ctr_32_2h_MeJA_s	E-MTAB-8697:Ctr_32_2h_MeJA	1353728031	ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3825691/NG-7767_Ctr_32_2h___lib58645_3078_3_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR382/001/ERR3825691			ArrayExpress	Ctr_32_2h_MeJA
ERP119454	SAMEA6488650	ERS4253119	ERX3836646	ERR3825692	ERA2347904	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM PCR	Illumina HiSeq 2500 sequencing; RNA-Seq analysis of Medicago truncatula hairy root lines treated with methyl jasmonate	E-MTAB-8697	E-MTAB-8697:Ctr_7_24h_CTR_s	E-MTAB-8697:Ctr_7_24h_CTR	839498457	ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3825692/NG-7768_Ctr_7_24h_lib58668_3081_8_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR382/002/ERR3825692			ArrayExpress	Ctr_7_24h_CTR
ERP119454	SAMEA6488651	ERS4253120	ERX3836647	ERR3825693	ERA2347904	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM PCR	Illumina HiSeq 2500 sequencing; RNA-Seq analysis of Medicago truncatula hairy root lines treated with methyl jasmonate	E-MTAB-8697	E-MTAB-8697:Ctr_7_24h_MeJA_s	E-MTAB-8697:Ctr_7_24h_MeJA	2684519658	ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3825693/NG-7767_Ctr_7_24h___lib58639_3078_6_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR382/003/ERR3825693			ArrayExpress	Ctr_7_24h_MeJA
ERP119454	SAMEA6488652	ERS4253121	ERX3836648	ERR3825694	ERA2347904	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM PCR	Illumina HiSeq 2500 sequencing; RNA-Seq analysis of Medicago truncatula hairy root lines treated with methyl jasmonate	E-MTAB-8697	E-MTAB-8697:Ctr_7_2h_CTR_s	E-MTAB-8697:Ctr_7_2h_CTR	865805086	ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3825694/NG-7768_Ctr_7_2h_lib58666_3081_8_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR382/004/ERR3825694			ArrayExpress	Ctr_7_2h_CTR
ERP119454	SAMEA6488653	ERS4253122	ERX3836649	ERR3825695	ERA2347904	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM PCR	Illumina HiSeq 2500 sequencing; RNA-Seq analysis of Medicago truncatula hairy root lines treated with methyl jasmonate	E-MTAB-8697	E-MTAB-8697:Ctr_7_2h_MeJA_s	E-MTAB-8697:Ctr_7_2h_MeJA	853173717	ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3825695/NG-7768_Ctr_7_2h___lib58667_3081_8_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR382/005/ERR3825695			ArrayExpress	Ctr_7_2h_MeJA
ERP119454	SAMEA6488654	ERS4253123	ERX3836650	ERR3825696	ERA2347904	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM PCR	Illumina HiSeq 2500 sequencing; RNA-Seq analysis of Medicago truncatula hairy root lines treated with methyl jasmonate	E-MTAB-8697	E-MTAB-8697:Ctr_9_24h_CTR_s	E-MTAB-8697:Ctr_9_24h_CTR	1372724798	ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3825696/NG-7767_Ctr_9_24h_lib58642_3078_3_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR382/006/ERR3825696			ArrayExpress	Ctr_9_24h_CTR
ERP119454	SAMEA6488655	ERS4253124	ERX3836651	ERR3825697	ERA2347904	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM PCR	Illumina HiSeq 2500 sequencing; RNA-Seq analysis of Medicago truncatula hairy root lines treated with methyl jasmonate	E-MTAB-8697	E-MTAB-8697:Ctr_9_24h_MeJA_s	E-MTAB-8697:Ctr_9_24h_MeJA	1396208795	ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3825697/NG-7767_Ctr_9_24h___lib58643_3078_3_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR382/007/ERR3825697			ArrayExpress	Ctr_9_24h_MeJA
ERP119454	SAMEA6488656	ERS4253125	ERX3836652	ERR3825698	ERA2347904	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM PCR	Illumina HiSeq 2500 sequencing; RNA-Seq analysis of Medicago truncatula hairy root lines treated with methyl jasmonate	E-MTAB-8697	E-MTAB-8697:Ctr_9_2h_CTR_s	E-MTAB-8697:Ctr_9_2h_CTR	1221288001	ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3825698/NG-7767_Ctr_9_2h_lib58640_3078_5_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR382/008/ERR3825698			ArrayExpress	Ctr_9_2h_CTR
ERP119454	SAMEA6488657	ERS4253126	ERX3836653	ERR3825699	ERA2347904	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM PCR	Illumina HiSeq 2500 sequencing; RNA-Seq analysis of Medicago truncatula hairy root lines treated with methyl jasmonate	E-MTAB-8697	E-MTAB-8697:Ctr_9_2h_MeJA_s	E-MTAB-8697:Ctr_9_2h_MeJA	1232447369	ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3825699/NG-7767_Ctr_9_2h___lib58641_3078_5_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR382/009/ERR3825699			ArrayExpress	Ctr_9_2h_MeJA
ERP010262	SAMEA3359857	ERS713353	ERX945121	ERR865492	ERA433848	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM	Illumina HiSeq 2500 sequencing; TSAR1 and TSAR2 activate triterpene saponin production in Medicago truncatula	E-MTAB-3532	E-MTAB-3532:TSAR1 OE 3	E-MTAB-3532:NG-7767_3_33_lib58650_3162_1_1.fastq.bz2	1356662678	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR865492/NG-7767_3_33_lib58650_3162_1_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR865/ERR865492			ArrayExpress	TSAR1 OE 3
ERP010262	SAMEA3359861	ERS713357	ERX945125	ERR865493	ERA433848	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM	Illumina HiSeq 2500 sequencing; TSAR1 and TSAR2 activate triterpene saponin production in Medicago truncatula	E-MTAB-3532	E-MTAB-3532:TSAR1 OE 2	E-MTAB-3532:NG-7767_3_10_lib58649_3162_1_1.fastq.bz2	1532802510	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR865493/NG-7767_3_10_lib58649_3162_1_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR865/ERR865493			ArrayExpress	TSAR1 OE 2
ERP010262	SAMEA3359864	ERS713360	ERX945128	ERR865494	ERA433848	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM	Illumina HiSeq 2500 sequencing; TSAR1 and TSAR2 activate triterpene saponin production in Medicago truncatula	E-MTAB-3532	E-MTAB-3532:TSAR2 OE1	E-MTAB-3532:NG-7767_56_4_lib58651_3162_1_1.fastq.bz2	1548294075	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR865494/NG-7767_56_4_lib58651_3162_1_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR865/ERR865494			ArrayExpress	TSAR2 OE1
ERP010262	SAMEA3359863	ERS713359	ERX945127	ERR865495	ERA433848	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM	Illumina HiSeq 2500 sequencing; TSAR1 and TSAR2 activate triterpene saponin production in Medicago truncatula	E-MTAB-3532	E-MTAB-3532:CONTROL 1	E-MTAB-3532:NG-7767_Ctr_9_24h_lib58642_3078_3_1.fastq.bz2	1372724798	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR865495/NG-7767_Ctr_9_24h_lib58642_3078_3_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR865/ERR865495			ArrayExpress	CONTROL 1
ERP010262	SAMEA3359858	ERS713354	ERX945122	ERR865496	ERA433848	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM	Illumina HiSeq 2500 sequencing; TSAR1 and TSAR2 activate triterpene saponin production in Medicago truncatula	E-MTAB-3532	E-MTAB-3532:TSAR2 OE 2	E-MTAB-3532:NG-7767_56_5_lib58652_3162_1_1.fastq.bz2	1510142234	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR865496/NG-7767_56_5_lib58652_3162_1_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR865/ERR865496			ArrayExpress	TSAR2 OE 2
ERP010262	SAMEA3359856	ERS713352	ERX945120	ERR865497	ERA433848	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM	Illumina HiSeq 2500 sequencing; TSAR1 and TSAR2 activate triterpene saponin production in Medicago truncatula	E-MTAB-3532	E-MTAB-3532:TSAR1 OE 1	E-MTAB-3532:NG-7767_3_5_lib58648_3162_1_1.fastq.bz2	1470636298	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR865497/NG-7767_3_5_lib58648_3162_1_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR865/ERR865497			ArrayExpress	TSAR1 OE 1
ERP010262	SAMEA3359859	ERS713355	ERX945123	ERR865498	ERA433848	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM	Illumina HiSeq 2500 sequencing; TSAR1 and TSAR2 activate triterpene saponin production in Medicago truncatula	E-MTAB-3532	E-MTAB-3532:CONTROL 3	E-MTAB-3532:NG-7768_Ctr_7_24h_lib58668_3081_8_1.fastq.bz2	839498457	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR865498/NG-7768_Ctr_7_24h_lib58668_3081_8_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR865/ERR865498			ArrayExpress	CONTROL 3
ERP010262	SAMEA3359862	ERS713358	ERX945126	ERR865499	ERA433848	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	RANDOM	Illumina HiSeq 2500 sequencing; TSAR1 and TSAR2 activate triterpene saponin production in Medicago truncatula	E-MTAB-3532	E-MTAB-3532:TSAR2 OE 3	E-MTAB-3532:NG-7767_56_7_lib58653_3162_1_1.fastq.bz2	1487418215	ftp.sra.ebi.ac.uk/vol1/run/ERR865/ERR865499/NG-7767_56_7_lib58653_3162_1_1.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/err/ERR865/ERR865499			ArrayExpress	TSAR2 OE 3
